,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_GP,school_MS,sex_F,sex_M,address_R,address_U,famsize_GT3,famsize_LE3,Pstatus_A,Pstatus_T,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,reason_course,reason_home,reason_other,reason_reputation,guardian_father,guardian_mother,guardian_other,schoolsup_no,schoolsup_yes,famsup_no,famsup_yes,paid_no,paid_yes,activities_no,activities_yes,nursery_no,nursery_yes,higher_no,higher_yes,internet_no,internet_yes,romantic_no,romantic_yes,comb_edu,comb_alc,avg_grade,social,failures_plus_higher_no
98,16,3,4,1,1,0,3,2,1,1,4,5,16,12,11,11,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,7,5,11.5,1.0,0
99,16,4,1,1,2,0,5,3,3,1,2,5,0,14,13,13,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,5,3,13.5,2.0,0
100,16,1,1,2,1,0,4,3,2,1,4,5,2,12,13,13,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,2,5,12.5,2.0,0
101,16,1,1,2,1,0,4,3,2,1,4,5,6,9,9,10,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,2,5,9.0,2.0,0
102,16,1,1,4,1,0,5,5,5,5,5,5,0,10,10,16,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,2,10,10.0,6.0,0
103,16,1,1,4,1,0,5,5,5,5,5,5,6,10,8,11,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,2,10,9.0,6.0,0
104,16,1,2,1,1,0,5,3,5,1,2,5,4,12,11,11,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,3,3,11.5,5.0,1
105,16,1,3,1,2,0,4,3,5,1,1,3,0,14,13,13,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,4,2,13.5,3.0,0
106,16,1,3,1,2,3,4,3,5,1,1,3,0,8,7,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,4,2,7.5,3.0,3
107,16,2,1,1,2,0,4,3,5,1,1,5,0,13,12,12,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,3,2,12.5,3.0,0
108,16,2,1,1,2,0,4,3,5,1,1,5,2,8,9,10,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,3,2,8.5,3.0,0
109,16,2,1,1,1,0,4,5,2,1,1,5,4,9,10,10,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,3,2,9.5,3.0,0
110,16,2,1,1,1,0,4,5,2,1,1,5,20,13,12,12,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,3,2,12.5,3.0,0
111,16,2,2,1,2,1,3,1,2,1,1,5,6,10,13,13,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,4,2,11.5,1.0,1
112,16,2,2,1,2,1,3,1,2,1,1,5,12,8,10,10,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,4,2,9.0,1.0,1
113,16,2,2,1,2,0,5,4,4,1,1,5,0,12,11,11,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,4,2,11.5,2.5,0
114,16,2,2,1,2,0,5,4,4,1,1,5,0,8,7,8,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,4,2,7.5,2.5,0
115,16,2,2,1,2,0,5,1,5,1,1,4,0,12,12,13,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,4,2,12.0,2.5,0
116,16,2,2,1,2,0,5,1,5,1,1,4,0,6,7,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,4,2,6.5,2.5,0
117,16,2,2,1,4,0,5,2,3,1,3,3,1,13,13,13,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,4,4,13.0,1.0,0
118,16,2,2,1,4,0,5,2,3,1,3,3,0,11,11,11,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,4,4,11.0,1.0,0
119,16,2,2,2,2,0,3,4,4,1,4,5,0,13,12,14,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,4,5,12.5,2.0,0
120,16,2,2,2,2,0,3,4,4,1,4,5,2,13,13,11,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,4,5,13.0,2.0,0
121,16,2,2,1,1,0,1,2,2,1,3,5,6,10,11,12,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,4,4,10.5,2.0,0
122,16,2,2,1,1,2,1,2,2,1,3,5,14,6,9,8,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,4,4,7.5,2.0,2
123,16,2,3,1,2,0,4,4,3,1,3,4,4,11,12,12,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,5,4,11.5,1.5,0
124,16,2,3,1,2,0,4,4,3,1,3,4,6,8,10,10,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,5,4,9.0,1.5,0
125,16,2,3,1,2,0,4,3,3,1,1,2,6,12,12,13,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,5,2,12.0,1.5,0
126,16,2,3,1,2,0,4,3,3,1,1,2,10,11,12,13,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,5,2,11.5,1.5,0
127,16,2,3,1,2,0,2,3,1,1,1,3,0,13,13,14,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,5,2,13.0,0.5,0
128,16,2,3,1,2,0,2,3,1,1,1,3,2,16,16,17,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,0,5,2,16.0,0.5,0
129,16,3,1,1,4,0,4,3,3,1,2,5,0,10,9,10,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,4,3,9.5,0.75,0
130,16,3,1,1,4,0,4,3,3,1,2,5,4,7,7,6,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,4,3,7.0,0.75,0
131,16,3,2,1,2,0,1,2,2,1,2,1,8,14,15,16,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,5,3,14.5,1.0,0
132,16,3,2,1,2,0,1,2,2,1,2,1,14,12,13,12,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,5,3,12.5,1.0,0
133,16,3,3,1,2,0,4,3,2,1,2,5,0,11,13,13,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,6,3,12.0,1.0,0
134,16,3,3,1,2,0,4,3,2,1,2,5,4,6,10,10,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,6,3,8.0,1.0,0
135,16,3,3,1,3,0,4,3,3,1,3,4,2,9,11,11,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,6,4,10.0,1.3333333333333333,0
136,16,3,3,1,3,0,4,3,3,1,3,4,0,7,7,8,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,6,4,7.0,1.3333333333333333,0
137,16,3,3,3,2,0,5,3,2,1,1,4,2,13,14,14,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,6,2,13.5,1.0,0
138,16,3,3,3,2,0,5,3,2,1,1,4,4,8,10,10,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,6,2,9.0,1.0,0
139,16,3,3,1,2,0,4,3,3,2,4,5,4,11,11,11,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,6,6,11.0,1.5,0
140,16,3,3,1,2,0,4,3,3,2,4,5,54,11,12,11,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,6,6,11.5,1.5,0
141,16,3,4,1,2,0,2,4,3,1,2,3,12,5,5,5,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,7,3,5.0,1.5,0
142,16,3,4,1,2,0,2,4,3,1,2,3,14,12,11,11,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,7,3,11.5,1.5,0
143,16,4,2,1,2,0,4,2,3,1,1,3,0,17,17,18,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,6,2,17.0,2.0,0
144,16,4,2,1,2,0,4,2,3,1,1,3,0,14,15,16,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,6,2,14.5,2.0,0
145,16,4,2,1,2,0,4,2,3,1,1,5,2,15,16,16,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,6,2,15.5,1.5,0
146,16,4,2,1,2,0,4,2,3,1,1,5,2,16,15,16,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,6,2,15.5,1.5,0
147,16,4,2,2,2,0,5,3,3,1,1,1,2,13,14,14,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,6,2,13.5,1.5,0
148,16,4,2,2,2,0,5,3,3,1,1,1,0,11,10,10,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,6,2,10.5,1.5,0
149,16,4,3,1,2,0,4,3,5,1,5,2,2,14,14,15,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,7,6,14.0,2.5,0
150,16,4,3,1,2,0,4,3,5,1,5,2,2,16,16,16,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,7,6,16.0,2.5,0
151,16,4,3,1,3,0,5,3,5,1,1,3,2,12,13,13,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,7,2,12.5,1.6666666666666667,0
152,16,4,3,1,3,0,5,3,5,1,1,3,0,7,9,8,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,7,2,8.0,1.6666666666666667,0
153,16,4,3,1,3,0,3,4,4,2,4,4,0,14,13,13,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,7,6,13.5,1.3333333333333333,0
154,16,4,3,1,3,0,3,4,4,2,4,4,2,10,9,9,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,7,6,9.5,1.3333333333333333,0
155,16,4,3,1,2,0,1,3,2,1,1,1,4,14,15,15,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,7,2,14.5,1.5,0
156,16,4,3,1,2,0,1,3,2,1,1,1,10,11,12,13,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,7,2,11.5,1.5,0
157,16,4,4,1,2,0,4,4,2,1,1,3,0,16,16,17,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,8,2,16.0,1.5,0
158,16,4,4,1,2,0,4,4,2,1,1,3,0,14,14,14,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,8,2,14.0,1.5,0
159,16,4,4,1,1,0,4,4,4,1,2,2,4,14,14,14,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,8,3,14.0,4.0,0
160,16,4,4,1,1,0,4,4,4,1,2,2,6,17,17,17,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,8,3,17.0,4.0,0
161,16,4,4,1,1,0,5,3,4,1,2,1,4,12,13,13,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,8,3,12.5,4.0,0
162,16,4,4,1,1,0,5,3,4,1,2,1,6,11,14,14,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,8,3,12.5,4.0,0
163,16,4,4,1,3,0,3,2,3,1,2,2,10,13,13,14,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,8,3,13.0,1.0,0
164,16,4,4,1,3,0,3,2,3,1,2,2,6,13,14,14,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,8,3,13.5,1.0,0
165,16,4,4,1,3,0,5,3,2,1,1,5,0,13,13,14,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,8,2,13.0,0.6666666666666666,0
166,16,4,4,1,3,0,5,3,2,1,1,5,4,15,16,16,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,8,2,15.5,0.6666666666666666,0
167,16,3,3,1,2,0,2,3,5,1,4,3,6,13,12,13,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,6,5,12.5,2.5,0
168,16,3,3,1,2,0,2,3,5,1,4,3,12,11,12,11,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,6,5,11.5,2.5,0
169,16,1,1,1,1,0,3,4,4,3,3,1,2,14,14,13,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,2,6,14.0,4.0,0
170,16,1,1,1,1,0,3,4,4,3,3,1,4,10,11,11,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,2,6,10.5,4.0,0
171,16,1,2,1,2,0,4,4,3,1,1,1,0,13,13,10,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,3,2,13.0,1.5,0
172,16,1,2,1,2,0,4,4,3,1,1,1,4,8,10,9,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,3,2,9.0,1.5,0
173,16,2,2,1,2,0,4,3,4,1,2,2,4,8,7,6,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,4,3,7.5,2.0,0
174,16,2,2,1,2,0,4,3,4,1,2,2,6,13,11,11,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,4,3,12.0,2.0,0
175,16,2,2,2,2,1,4,3,3,2,2,5,14,10,10,9,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,4,4,10.0,1.5,1
176,16,2,2,2,2,1,4,3,3,2,2,5,14,10,11,11,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,4,4,10.5,1.5,1
177,16,2,2,2,2,0,3,3,3,1,2,3,16,11,11,10,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,4,3,11.0,2.0,0
178,16,2,2,2,2,1,3,3,3,1,2,3,25,7,10,11,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,4,3,8.5,2.0,1
179,16,2,2,3,2,0,4,3,3,2,3,4,0,14,13,13,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,4,5,13.5,1.5,0
180,16,2,2,3,2,0,4,3,3,2,3,4,2,12,13,13,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,4,5,12.5,1.5,0
181,16,2,4,2,2,0,4,2,2,1,2,5,2,14,12,13,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,6,3,13.0,1.5,0
182,16,2,4,2,2,0,4,2,2,1,2,5,2,13,13,13,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,6,3,13.0,1.5,0
183,16,3,1,1,2,0,3,3,3,2,3,2,0,12,13,12,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,4,5,12.5,1.5,0
184,16,3,1,1,2,0,3,3,3,2,3,2,4,7,6,6,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,4,5,6.5,1.5,0
185,16,3,3,2,2,0,4,4,5,1,1,4,0,14,14,15,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,6,2,14.0,2.5,0
186,16,3,3,2,2,0,4,4,5,1,1,4,4,10,11,9,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,6,2,10.5,2.5,0
187,16,4,3,3,2,0,5,4,3,1,2,1,2,16,15,15,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,7,3,15.5,1.5,0
188,16,4,3,3,2,0,5,4,3,1,2,1,2,16,15,16,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,7,3,15.5,1.5,0
189,16,4,4,1,3,0,5,4,5,1,1,4,2,15,15,14,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,8,2,15.0,2.0,0
190,16,4,4,1,3,0,5,4,5,1,1,4,4,14,15,16,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,8,2,14.5,2.0,0
191,16,4,4,1,2,0,4,5,2,1,2,3,0,11,10,11,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,8,3,10.5,1.0,0
192,16,4,4,1,2,0,4,5,2,1,2,3,0,9,9,10,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,8,3,9.0,1.0,0
193,17,3,2,1,2,0,4,3,3,2,3,2,0,14,14,16,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,5,5,14.0,1.5,0
194,17,3,2,1,2,0,4,3,3,2,3,2,4,9,10,10,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,5,5,9.5,1.5,0
195,17,2,1,3,2,0,2,1,1,1,1,3,2,13,11,11,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,3,2,12.0,0.5,0
196,17,2,1,3,2,0,2,1,1,1,1,3,2,13,13,13,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,3,2,13.0,0.5,0
197,17,2,1,2,2,0,4,2,5,1,2,5,0,11,10,11,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,3,3,10.5,2.5,0
198,17,2,1,2,2,0,4,2,5,1,2,5,2,6,6,6,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,3,3,6.0,2.5,0
